Organisational Family	Organisation	Category	Service Type	Price
"Department for Environment, Food  and Rural Affairs"	Joint Nature Conservation Committee	Waste Management	Waste Management Materials	0.00
"Department for Environment, Food  and Rural Affairs"	Joint Nature Conservation Committee	Waste Management	Waste Management Services	0.00
"Department for Environment, Food  and Rural Affairs"	Joint Nature Conservation Committee	Waste Management	Uncategorised	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Clinical Support Services	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Environmental Services	510704.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Financial Services	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Interpretation & Translation Services	2668.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Learning & Development Services	64680.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Legal Services	31190.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Operational Services	58308.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Technical Services	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Other	Uncategorised	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Temporary Staff	Admin & Clerical	330243.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Temporary Staff	Interim Managers	448048.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Temporary Staff	Specialist Contractors	153862.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Temporary Staff	Uncategorised	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Finance Consultancy	314209.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	"Human Resource, Training & Education Consultancy"	43596.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	IT/IS Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Legal Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Marketing & Communications Consultancy	26297.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Org & Change Management Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	PPM Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Procurement Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Property & Construction Consultancy	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Strategy Consultancy	163628.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Technical Consultancy	37543.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Professional Services Consultancy	Uncategorised	0.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Events Admissions	6305.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Staff Childcare	172.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Staff Health & Safety	6056.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Staff Medical Care	482.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Staff Relocation	352.00
"Department for Environment, Food  and Rural Affairs"	Marine and Fisheries Agency	Personnel Related	Staff Subscriptions	0.00
